PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0BOES,8/p1p2rk1/1p3p1p/n2Q1R2/3Bp1P1/2P3KP/P7/2q5 b - - 3 40,e4e3 d4f6 f7f6 d5d7,1251,77,99,2151,advantage endgame master sacrifice short,https://lichess.org/oZQ9HgYz/black#80,
05F1i,rnb2rk1/pppp1ppp/8/4P3/2B1n2q/1Q4P1/PB3P1P/R3K1NR b KQ - 0 11,e4g3 f2g3 h4e4 e1f2,2335,87,90,920,advantage defensiveMove opening short,https://lichess.org/wxiwpgAq/black#22,Danish_Gambit_Accepted Danish_Gambit_Accepted_Copenhagen_Defense
0BCEU,r3k2r/pppb1ppp/8/n2P4/2P2p2/2Q2N2/PP1Nq2P/R5KR b kq - 1 16,e8g8 a1e1 e2e1 f3e1,1507,75,94,653,advantage middlegame short trappedPiece,https://lichess.org/cmBY3X0W/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
06L0V,rnbqkbn1/7r/1P6/3P4/P7/8/6PP/RNBQKBNR w KQq - 7 21,g2g4 f8b4 e1f2 d8h4 f2g2 c8g4,2659,109,86,365,advantage exposedKing long opening,https://lichess.org/T3JAv20U#41,
04MdN,r1b1r1k1/pp2qp1p/2n1p1pQ/3p3N/3P4/2PB4/P4PPP/R4RK1 b - - 2 17,e7f8 h5f6 g8h8 h6h7,1097,74,96,5393,fork mate mateIn2 middlegame short,https://lichess.org/0p6uARIs/black#34,Sicilian_Defense Sicilian_Defense_Morphy_Gambit
0MVn2,r2q1rk1/p1p1np2/1p1bp2Q/8/3P4/2PP1N1P/P4PP1/1R3RK1 b - - 0 15,e7g6 f3g5 d8g5 h6g5,1086,75,95,151,advantage middlegame short,https://lichess.org/4nHvkUJO/black#30,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
0FHVA,4r1k1/3n1pp1/1p1B2qp/2pP4/2P5/1Q3N1P/1b3PP1/R5K1 w - - 0 26,a1a7 g6b1 g1h2 b2e5 f3e5 b1b3,1442,76,97,32740,advantage discoveredAttack long middlegame,https://lichess.org/VbsC6key#51,
0OKYB,r2qkb1r/pp1b1ppp/2n1p3/1B1pPn2/Q2P4/5N2/PP3PPP/RNB1K2R b KQkq - 2 9,c6d4 f3d4 f5d4 b5d7 d8d7 a4d4,1841,74,95,1661,advantage long opening,https://lichess.org/yIZPrE8r/black#18,French_Defense French_Defense_Advance_Variation
0ZUlP,r3qr2/ppp1k1pp/2np4/2bnp3/4P1b1/3P1N1P/PPP2PP1/RNBQ1RK1 w - - 0 11,e4d5 g4f3 c1g5 e7d7,1408,75,82,2257,advantage defensiveMove middlegame short,https://lichess.org/KWc4Iu90#21,Italian_Game Italian_Game_Two_Knights_Defense
0IVEj,rn1qk2r/2pb1p2/p3p1pp/Pp1pP1b1/3P1NPn/1NPB4/1PQ2P1P/R1B1K2R w KQkq - 0 14,b3c5 g5f4 c1f4 h4g2 e1d1 g2f4,1839,74,96,9989,advantage fork long middlegame,https://lichess.org/tknE3AoS#27,French_Defense French_Defense_Advance_Variation
0GOqY,2b5/6k1/ppp1P1p1/3B1nQp/1qP2p2/1P6/P5PP/3R2K1 w - - 0 31,d5c6 b4c5 g1h1 f5g3 g5g3 f4g3,2153,79,92,6624,advantage endgame fork long,https://lichess.org/pTQwjVBj#61,
0EYEg,7k/1p4b1/p1qp1pB1/6pP/3P1pP1/2P1r3/PP1Q3K/5R2 w - - 0 34,f1f2 e3h3 h2h3 c6h1 f2h2 h1f3,1705,76,96,17207,attraction endgame exposedKing long master mate mateIn3 sacrifice,https://lichess.org/RR6dUoUQ#67,
0H2EI,r5q1/pp4pk/2p3Np/5Q2/4r3/8/6PP/R6K b - - 3 28,g8e6 g6f8 h7g8 f8e6,1096,76,97,8641,crushing doubleCheck endgame fork short,https://lichess.org/OKHzYzz6/black#56,
00cy1,2rknb2/3q1pp1/p1pP3r/1pQ1P2p/5P2/1P4P1/PB4K1/3R4 b - - 0 27,h5h4 c5b6 e8c7 d6c7,1123,77,96,665,advancedPawn advantage master middlegame pin short,https://lichess.org/TsSnBR0S/black#54,
0DUCO,6k1/4rpp1/b2p1q1p/p1pP3P/Q1n2N2/5PP1/P4B2/1R4K1 b - - 0 35,c4d2 b1b8 g8h7 a4c2,1184,74,95,17441,advantage master middlegame short,https://lichess.org/BMGJbuTi/black#70,
04JEF,3r1bk1/ppp1p1p1/8/2qn2BQ/5P2/2N5/PPP3PP/3R3K w - - 5 22,g5h4 d5c3 h5c5 d8d1 c5g1 d1g1,2157,77,88,133,advantage capturingDefender discoveredAttack kingsideAttack long middlegame,https://lichess.org/oOSVA9bM#43,
0Tmel,r7/pp2Q3/2pp4/2kb4/1P3R2/4p3/P1Pq2P1/5K2 b - - 0 39,c5b5 e7b7 b5a4 b7a6,1855,75,95,16522,endgame fork mate mateIn2 short,https://lichess.org/UIM2tFzP/black#78,
0O3Mr,r2q1rk1/pp2bppp/2n2n2/3bp3/8/P1NBBN1P/1PP2PP1/R2QK2R w KQ - 0 12,e1g1 e5e4 d3e4 d5e4 c3e4 f6e4,1859,77,94,12957,advantage fork long opening,https://lichess.org/3uicYaWb#23,Sicilian_Defense Sicilian_Defense_Lasker-Pelikan_Variation
0C8uV,2k5/pp3p2/8/2p1n3/2PpPp1q/3P1BrP/P1P2R1K/5Q2 b - - 3 33,g3h3 f1h3 h4h3 h2h3,696,87,97,2427,crushing endgame short,https://lichess.org/AAGFSmpQ/black#66,
0MbbN,1r3rk1/pp2Rp1p/1q2b1p1/8/2p5/2Q3P1/1P3PBP/4R1K1 b - - 1 24,f8e8 e1e6 b6e6 e7e6,1611,75,94,10041,advantage middlegame short,https://lichess.org/w4voCvbo/black#48,
0XVJf,r4k1r/ppp2ppp/2pb4/8/5qb1/3B2P1/PPPP1P1P/R1B1RQK1 b - - 0 13,f4d4 e1e4 d4f6 e4g4,1298,74,94,1902,advantage interference middlegame short,https://lichess.org/kA26t6W4/black#26,Russian_Game Russian_Game_Stafford_Gambit
0MZaS,2rr2k1/p4ppp/1pn5/3N4/4q3/PQ1R4/1P4PP/3R2K1 b - - 1 24,c6a5 d5f6 g7f6 d3d8,1760,74,89,1253,advantage discoveredAttack middlegame short,https://lichess.org/yScToQhc/black#48,
08a5H,r5k1/pp1q1ppp/5n2/2pp4/3b4/1BNP1Q2/PPP2PPP/R5K1 b - - 1 18,a8e8 b3a4 b7b5 a4b5 d7b7 b5e8,1946,75,93,3044,crushing long middlegame skewer,https://lichess.org/b8o0O7rz/black#36,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
0BO33,7k/7p/5r1P/6R1/8/1P2p3/2P5/1K6 w - - 1 51,g5g1 e3e2 g1e1 f6f1 b1c1 f1e1,1010,76,96,4280,advancedPawn crushing endgame long pin rookEndgame,https://lichess.org/cD3ImYcL#101,
0C0vp,8/8/8/1K6/1P4r1/2k5/6p1/6R1 w - - 2 55,b5c5 g4g5 c5d6 c3b4,1783,77,94,12577,crushing deflection endgame master rookEndgame short,https://lichess.org/6LUcQNKK#109,
0NxPD,r3r1k1/pppq2p1/4n2p/4P2b/7P/2NB4/PPP1R1P1/R2Q2K1 b - - 2 24,h5e2 d3h7 g8h7 d1d7,1714,75,93,4103,advantage discoveredAttack middlegame short,https://lichess.org/gc4Uz8kD/black#48,
0NNjj,r1b3k1/5prp/p2p4/1p1Pn2P/2p1PRP1/P1P2N2/1P3K1N/1B6 w - - 7 30,f3e5 d6e5 f4f6 c8g4 h5h6 g7g5,1753,76,93,6138,advantage defensiveMove long middlegame,https://lichess.org/92ArTclL#59,
03LZQ,r6k/pb4pp/1p2p3/2p2P2/2n2P1q/P1P1B3/4Q2P/3R1RK1 w - - 0 24,e2c4 h4g4 g1f2 g4f3 f2e1 f3e3,1648,74,93,1464,advantage deflection kingsideAttack long middlegame,https://lichess.org/YO1oiAso#47,
0Lbzo,3r2k1/p4pp1/5n2/3pNb1p/8/1PQ1P2P/PB2qPPK/R7 w - - 2 27,h2g1 f6e4 c3e1 e2b2,1522,73,95,26678,advantage master middlegame short,https://lichess.org/cYsdiQmQ#53,
0KIZ9,4R1k1/1pp3p1/5p1p/p2N1P2/2q5/r7/6PP/3R3K b - - 1 27,g8h7 d5f6 g7f6 d1d7 c4f7 d7f7,1248,75,95,8396,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/A9esoVsr/black#54,
05XHa,1r1q1rk1/Q3ppbp/1p1pb1p1/1Nn5/P1P1P3/1P3PP1/6BP/1RBR2K1 w - - 1 18,c1e3 b8b7 a7b7 c5b7,1847,74,87,279,advantage middlegame short trappedPiece,https://lichess.org/EYqBVIFg#35,English_Opening English_Opening_Symmetrical_Variation
0UYzu,1k3rr1/pp2Q3/2p4p/5q1P/8/8/PPP5/1K1R3R b - - 0 28,f5f6 d1d8 f8d8 e7f6,1351,77,95,17196,advantage deflection endgame master short,https://lichess.org/JbKOBhBG/black#56,
0RO8O,r3kb1r/pp3ppp/2n1p3/3p4/2pPnB2/2P1P2P/P1Q1NPP1/qN3RK1 b kq - 3 13,e4c3 b1c3 a1f1 g1f1,1441,75,93,3806,advantage middlegame short trappedPiece,https://lichess.org/vOHYEKRs/black#26,Indian_Defense Indian_Defense_Other_variations
0Ccos,rn2kb1r/p3qp1p/2pp1p2/1p1Bp3/4P3/1QPP1P2/PP3P1P/RN2K2R b KQkq - 1 10,c6d5 b3d5 e7c7 d5a8,1651,76,89,1009,advantage middlegame short trappedPiece,https://lichess.org/88jwJ5ha/black#20,Philidor_Defense Philidor_Defense_Other_variations
03PgX,4r2k/p4pr1/2p2Q1p/8/3P4/2P2P2/P3KP1q/R3R3 w - - 3 24,e2d2 h2f2 d2d3 e8e1 a1e1 f2e1 f6h6 h8g8,1847,72,95,12967,crushing deflection endgame veryLong,https://lichess.org/zrdNJqWz#47,
0D9jN,3r1rk1/ppp3pp/3b4/3R4/4N3/3P4/PPb2P1P/R1B3K1 w - - 2 22,c1g5 d6h2 g1h2 d8d5,1234,74,100,424,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/peNEei0b#43,
0UTBi,r1b5/p1k5/2p2n2/4q2p/1p2P3/5Q2/PPP3PP/1K1RR3 w - - 2 27,e1f1 c8g4 f3f6 e5f6 f1f6 g4d1,1330,74,94,12381,advantage long middlegame,https://lichess.org/yR9RIPKn#53,
0Atpj,6k1/3q2bp/2n3p1/2Bp4/2p1p1P1/R6P/4BP2/4R1K1 b - - 1 31,c6e5 a3a8 g8f7 a8a7 d7a7 c5a7,1383,73,94,16165,advantage long middlegame pin,https://lichess.org/lhL92gH5/black#62,
0MFrr,5r1k/ppq4p/2p1N2Q/2n5/2Bb3P/6R1/P4PP1/6K1 b - - 0 28,c5e6 h6f8 e6f8 g3g8,2046,73,95,11362,mate mateIn2 middlegame sacrifice short,https://lichess.org/kaDrVxqY/black#56,
0X9hR,r2q1rk1/pp1n2pp/3bpnb1/3pP3/3P4/2NB4/PPQN2PP/R1B2RK1 b - - 0 15,g6d3 c2d3 d6e5 d4e5 d8b6 g1h1,1320,76,84,843,advantage defensiveMove long opening,https://lichess.org/YEwtK0Pl/black#30,Slav_Defense Slav_Defense_Modern_Line
0A0VT,2kr3r/1bq1R2p/6pb/1np2p2/3p4/BP3N2/PKQ2PPP/4R3 b - - 1 23,c7a5 c2c5 c8b8 a3b4,2461,103,88,445,advantage middlegame queensideAttack short,https://lichess.org/tZwRcf8r/black#46,
0BDSr,rr4k1/pQp1qppp/3p4/4n3/8/8/PPP2PPP/R1B1R1K1 w - - 0 16,b7d5 e5f3 g2f3 e7e1,892,96,86,686,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/fSGTJ5RF#31,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
015Vc,q4r1k/5pbp/2Np1np1/3P2B1/pQb5/5B2/P4PPP/4R1K1 b - - 1 23,c4d5 g5f6 d5c6 f6g7 h8g7 b4c3,1841,75,90,1747,attraction crushing kingsideAttack long master middlegame,https://lichess.org/FNbRfhVX/black#46,
0EkPV,8/1p1r1ppk/4n1p1/3BQ3/P3P1PP/5P2/3q2K1/5R2 w - - 2 34,f1f2 e6f4 g2g3 d2f2 g3f2 f4d3 f2e2 d3e5,1815,74,95,8261,attraction crushing endgame fork sacrifice veryLong,https://lichess.org/UDNTHnwR#67,
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2205,83,95,12364,arabianMate endgame exposedKing fork long master mate mateIn3,https://lichess.org/AQkAsoMX#107,
02ra2,r4rk1/5ppp/pQ1b1q2/8/1P6/P4N1P/5PP1/2R2RK1 w - - 1 25,c1d1 d6h2 f3h2 f6b6,962,88,94,1274,crushing discoveredAttack middlegame short,https://lichess.org/cm7bHucJ#49,
04gie,r3kbnr/ppq2p2/2p1p2p/3pnpNQ/3P4/P1N4P/1PP2PP1/R1B1K2R w KQkq - 0 12,d4e5 c7e5 h5e2 e5e2 c3e2 h6g5,1334,75,82,426,advantage long opening,https://lichess.org/AnuBhXs5#23,Zukertort_Opening Zukertort_Opening_Tennison_Gambit
0CCRA,2r2rk1/p4p1p/1n2pPp1/8/2p2Q2/4P3/PB1q2PP/2R2RK1 b - - 1 22,d2b2 f4h6 b2f6 f1f6,1135,77,95,9366,advantage middlegame short,https://lichess.org/qEfJwgR7/black#44,
01Tpw,r3r1k1/p4ppp/8/3Q4/3P4/Ppp2N2/K1b2PPP/3R3R w - - 0 24,a2a1 b3b2 a1a2 c2d1 h1d1 c3c2,2322,77,92,5016,advancedPawn advantage long middlegame,https://lichess.org/iIhKzWva#47,
00rNc,1q5r/p3kpp1/2Q1p2p/3pP2P/2n3P1/2N2P2/PrP5/K3R1NR w - - 0 26,g1e2 b2a2 c3a2 b8b2,1554,76,95,23622,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/nyOQHpNP#51,
0GO4T,r5R1/pppbk1Rp/3p3b/3P3B/2P1Pr2/2N5/PP6/2K5 b - - 8 24,h6g7 g8g7 e7f6 g7d7,1940,75,88,106,advantage deflection master middlegame short skewer,https://lichess.org/J3GG92WW/black#48,
01qI9,1r6/1n4p1/1P1p1kp1/4p3/4P3/3K1P1P/5BP1/2R5 w - - 11 46,d3c4 b8c8 c4b5 c8c1,1360,75,90,1839,crushing endgame short skewer,https://lichess.org/EHkqqYZ1#91,
0DRwE,r2q2k1/ppp2p1p/4bp2/2bBr3/8/1QN5/PP3PPP/3R1RK1 b - - 2 14,c7c6 d5e6 e5e6 d1d8,975,79,85,638,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/dAHciTEU/black#28,Scotch_Game Scotch_Game_Haxo_Gambit
0EdPC,2k5/p4qpp/npp1p3/6Q1/3n1BP1/P7/1PP2P1P/2KN4 w - - 1 24,g5e5 f7f4 e5f4 d4e2 c1d2 e2f4,1436,74,94,17323,attraction crushing endgame fork long sacrifice,https://lichess.org/dlmqeTxj#47,
0KomM,r1b1k1nr/p1pp1pp1/1p3q1p/4n3/2BQP3/2N5/PPP2PPP/R1B2RK1 w kq - 1 9,c3d5 e5f3 g2f3 f6d4,1127,80,94,4918,crushing discoveredAttack opening short,https://lichess.org/OpwXJ6Bd#17,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
0ZxZu,r1b3k1/pp1q1ppp/3p1n2/1Bp5/8/2N5/PP1Q1PPP/4R1K1 b - - 2 20,d7c7 c3d5 c7d8 d5f6,1505,74,91,4102,advantage kingsideAttack middlegame short,https://lichess.org/vEtwxQ4w/black#40,
0MGaP,4k3/8/pBRN2rp/1p1Pp3/1P2Pp2/P3bn1P/8/7K b - - 0 52,e8d7 c6c7 d7d6 c7c6 d6d7 c6g6,1560,77,88,138,advantage endgame exposedKing long sacrifice skewer,https://lichess.org/20biMoBw/black#104,
0L84N,2rn1rk1/3qbpp1/p4n1p/7b/P1ppP2B/1B3N1P/1P1N1PP1/R1Q1R1K1 w - - 0 20,d2c4 h5f3 h4f6 e7f6,1337,75,78,169,advantage opening short,https://lichess.org/4Tt4IJNe#39,
0NdCE,4r3/4Pk2/1p4p1/p1p2r1p/4R1pP/P2P2P1/2q3Q1/4R2K b - - 1 39,f5f2 e4f4 f2f4 g2c2,1689,79,96,22756,crushing deflection endgame short,https://lichess.org/CYi1pnwH/black#78,
04LFh,8/5pp1/7p/1p1R4/6Pk/1P2RPr1/2r5/5K2 b - - 7 46,g3h3 d5h5 h4g3 f3f4,1500,75,97,15979,advantage discoveredAttack endgame rookEndgame short,https://lichess.org/tbKfJ1jR/black#92,
01HgH,r3k2r/pppqbppp/2n1b3/3p2PQ/1P1Pp2P/2P1P3/P4PB1/RNB1K1NR w KQkq - 1 11,a2a4 e6g4 g2h3 g4h5 h3d7 e8d7,1497,75,86,304,advantage long middlegame trappedPiece,https://lichess.org/yEhL5ybm#21,Grob_Opening Grob_Opening_Other_variations
0A4K2,r5k1/1p6/p1p1p1bq/1PPp1p2/P2P3r/2N1PB2/4K1P1/2RQ1R2 w - - 2 28,e2d2 h4d4 d2e2 d4d1,1251,75,95,20435,crushing middlegame pin short skewer,https://lichess.org/7bHVg6Kg#55,
03o4R,8/P2P4/4R3/3r2p1/r2k3p/4pB1P/8/4K3 b - - 2 55,d5d7 e6e4 d4c5 e4a4,1065,77,97,5244,crushing endgame master short skewer,https://lichess.org/kK3IjKbw/black#110,
0LiSS,7r/pp3k2/2b1prp1/q3R3/2P5/3B2Q1/P4PP1/R5K1 b - - 6 28,a5c3 d3g6 f6g6 g3c3,1309,75,100,302,advantage discoveredAttack middlegame short,https://lichess.org/rmixzuey/black#56,
0NRcg,1r1q1rk1/ppp1npp1/3pb2p/1Qb5/4P2B/2N2N2/PP3PPP/3R1RK1 b - - 4 14,a7a6 b5c5 d6c5 d1d8 f8d8 h4e7,1845,73,94,15080,advantage capturingDefender long middlegame,https://lichess.org/1cH7XgXR/black#28,Danish_Gambit Danish_Gambit_Other_variations
0KUD0,4rrk1/pp3pq1/2p1n3/5Q2/7R/2N4P/PPP2PP1/6K1 b - - 0 29,g7g6 h4g4 e6g7 g4g6,1372,72,93,18069,advantage middlegame pin short,https://lichess.org/GagjRobx/black#58,
06l5X,5r2/1k3p1p/4qQ2/R7/3p4/P7/1P3PPP/6K1 w - - 1 31,f6f3 b7b6 g2g3 b6a5,1610,76,96,16824,advantage defensiveMove endgame short,https://lichess.org/5JW9lK9c#61,
0BZvN,3r1rk1/ppp1b1pp/2n1b3/5p2/3P4/2PBB3/PP3PPP/RN3RK1 w - - 0 13,b1d2 f5f4 e3f4 f8f4,1186,78,90,3297,advantage middlegame short trappedPiece,https://lichess.org/HROJyjlB#25,Russian_Game Russian_Game_Damiano_Variation
0Ctgq,4rrk1/3q2pp/1pn1R3/p1p2P1n/2Pp3N/PP1P1Q2/3N2KP/4R3 b - - 8 27,h5f4 f3f4 e8e6 f5e6,1900,75,91,694,advantage hangingPiece middlegame short,https://lichess.org/ZgmPSUBl/black#54,
0H9CV,3Q4/5qkp/2p5/2Pp2B1/p1bP2PK/P7/8/8 b - - 15 49,c4d3 g5h6 g7h6 d8g5,1721,75,95,13267,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/Ftoiwd6F/black#98,
0NN19,rnbqk1nr/pp3ppp/3bp3/3pN3/2pP1B2/2N1P3/PPP2PPP/R2QKB1R b KQkq - 3 6,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,1212,79,93,7193,crushing long opening pin trappedPiece,https://lichess.org/ZNnHXgwi/black#12,Horwitz_Defense Horwitz_Defense_Other_variations
0XWZU,4Q3/pb2rrpk/4B2B/5p2/1P2q3/P5R1/5PPP/5RK1 w - - 1 37,e6f5 e4f5 e8e7 f7e7,1578,76,82,196,advantage hangingPiece middlegame short,https://lichess.org/SBHd4KLu#73,
0Azp3,3R4/p1p2ppk/2p1bn1p/1p2P3/6PP/2N1qP2/PPP5/1K3B1R b - - 2 17,e3f3 f1d3 g7g6 h1f1,1742,74,94,8051,advantage clearance middlegame short,https://lichess.org/TdgruOFh/black#34,Scotch_Game Scotch_Game_Classical_Variation
0FmEa,3r1rk1/p1Q1Rp1p/2p5/8/3q4/1Bn4P/P4PP1/6K1 b - - 1 29,d4d1 b3d1 d8d1 g1h2,1197,79,93,1230,advantage middlegame short,https://lichess.org/86tPH0g0/black#58,
0G6lh,8/pp1rkpb1/2b4p/4p1p1/4Pn2/P1NB4/1PP3PP/3R1R1K w - - 2 23,c3e2 d7d3 c2d3 f4e2,2003,75,84,271,advantage capturingDefender middlegame short,https://lichess.org/LETbI0fh#45,
0V5Cw,r3r1k1/pp3ppp/2b5/8/3R4/P1BQ1PPq/1P5P/R5K1 b - - 2 22,e8e6 d4h4 h3h4 g3h4,1818,74,93,117,advantage middlegame short trappedPiece,https://lichess.org/RYmLA3U1/black#44,
01dLk,r2qr1k1/pbp2ppp/1pn2n2/8/3PN3/5NP1/PP2QPBP/R3R1K1 b - - 2 13,c6d4 e4f6 g7f6 e2e8 d8e8 e1e8 a8e8 f3d4,1339,79,93,6707,crushing discoveredAttack kingsideAttack middlegame veryLong,https://lichess.org/57RP5sCb/black#26,Queens_Indian_Defense Queens_Indian_Defense_Capablanca_Variation
04crN,r4rk1/pb3p1p/1p2p1p1/2qp1P2/6P1/1P1BP2P/PBPK2Q1/5R2 b - - 0 22,c5e3 d2e3 d5d4 e3f2 b7g2 f2g2,1866,75,96,1289,advantage hangingPiece long middlegame,https://lichess.org/bBK74wgd/black#44,
01PcY,r6k/4rpp1/n1P4p/1n3R2/4pB1P/8/5PP1/R5K1 b - - 0 45,a6c7 a1a8 c7a8 f5b5,1412,75,92,10048,advantage middlegame short,https://lichess.org/3g7o7Ad3/black#90,
06smt,2kr3r/pp4pp/8/2p1Q3/3p1P1q/3P4/PP5P/R1B1K2R w KQ - 1 20,e1f1 d8e8 e5f5 c8b8 c1d2 h8f8,2778,90,85,278,advantage defensiveMove long middlegame,https://lichess.org/Jds5jqyc#39,
075at,r4rk1/3p1ppp/1pbNp3/p1q1P3/Pn3P2/Q2B3P/1PP3P1/2RR3K b - - 6 22,c5e3 d3h7 g8h7 a3e3,1087,83,89,1372,crushing discoveredAttack middlegame short,https://lichess.org/OP4qXniK/black#44,
05wz4,8/p1k5/bpQp4/2pP4/2P3pP/2r3P1/P3r3/6K1 b - - 1 45,c7d8 c6d6 d8c8 d6f8 c8c7 f8g7,1924,74,95,12774,crushing endgame exposedKing long,https://lichess.org/seza6MzG/black#90,
03ZEN,r5k1/2q2ppp/2p3b1/1pn1p1b1/4P1PP/1PP2PN1/1BB5/1K4QR b - - 2 24,c7a7 h4g5 a7a2 b1c1 c5b3 c2b3,1516,76,87,477,advantage hangingPiece long middlegame,https://lichess.org/JMVfe8fY/black#48,
08xmo,6k1/5p1b/5p2/2N2P1p/3PP1P1/1p2K3/rr2B1P1/4R3 w - - 1 33,g4h5 b2e2 e1e2 a2e2 e3e2 b3b2 c5d3 b2b1q,1043,82,90,275,advancedPawn crushing endgame promotion sacrifice veryLong,https://lichess.org/E4ujnoQA#65,
00xGN,r2q1rk1/ppp1nppp/3b4/1B6/3QP3/2N2b2/PPP2PPP/R1B2RK1 w - - 0 10,g2f3 d6h2 g1h2 d8d4,1050,77,95,365,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/g17XFBDp#19,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
0C8SN,r2qkb1r/pppbpppp/2n5/8/Qn1PP3/5N2/PP3PPP/RNB1KB1R w KQkq - 1 7,a2a3 c6d4 a4b4 d4c2,1638,75,94,2426,advantage opening sacrifice short,https://lichess.org/LZ31vEOS#13,English_Opening English_Opening_Anglo-Indian_Defense
08lfj,r1b1qrk1/2p2pp1/p2b3p/1pnNN3/4P3/8/PPP1QPPP/R1BR2K1 w - - 1 14,c1f4 d6e5 f4e5 e8e5,868,89,97,769,advantage middlegame short,https://lichess.org/Gn3qs49k#27,Philidor_Defense Philidor_Defense_Other_variations
0CGW3,r4rk1/ppp2ppp/2n5/8/3PnB2/P3P3/1q1NQPPP/1R2K2R b K - 1 16,b2d2 e2d2 e4d2 e1d2,675,103,92,412,advantage middlegame short,https://lichess.org/KhuU0pAR/black#32,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
045fP,r3bk1r/5pp1/p3pn1p/2Np4/3n1P2/3B3N/q1PQ2PP/1R3RK1 b - - 1 18,e8b5 b1a1 a2b2 f1b1 d4f3 g2f3,1837,75,85,242,advantage clearance long middlegame,https://lichess.org/m7L1lDSS/black#36,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0HUuL,r4r1k/1pq2pbp/p1npbn1B/4p3/6PP/1NN5/PPPQB3/2KR2R1 b - - 2 17,a8d8 h6g7 h8g7 d2g5 g7h8 g5f6,1205,76,95,7647,attraction crushing deflection kingsideAttack long middlegame,https://lichess.org/8StzgwCQ/black#34,Sicilian_Defense Sicilian_Defense_Other_variations
0FKpg,r1bq1r1k/p1p1bpp1/1p6/3nN3/3PQ3/4P3/PP3PPP/R1B1K2R b KQ - 0 13,d5f6 e4a8 e7b4 c1d2 b4d2 e1d2,1957,74,93,684,advantage hangingPiece long opening,https://lichess.org/7y7ZkmL3/black#26,Indian_Defense Indian_Defense_Anti-Nimzo-Indian
0YYtN,6r1/pp5p/1b2Np2/4p3/8/5N1k/P3R3/5K2 b - - 1 44,a7a5 e2h2 h3g4 h2g2 g4f3 g2g8,1503,75,96,12074,crushing endgame long skewer,https://lichess.org/5oMYwl4t/black#88,
0Vbc6,r2qkb1r/pp3ppp/2n5/3Bp3/8/3Q1P2/PP3P1P/R1B1K2R b KQkq - 0 14,c6b4 d3b5 d8d7 d5f7,1768,76,93,12987,advantage attackingF2F7 middlegame pin short,https://lichess.org/AuQqtADy/black#28,Sicilian_Defense Sicilian_Defense_Alapin_Variation
02xr4,4r1k1/pbp1rq1p/1p1p1np1/3P4/1PPQpPP1/1B2N3/P5K1/R2R4 b - - 0 32,f6g4 e3g4 f7f4 g4f6,1542,76,93,8954,advantage middlegame short,https://lichess.org/3fNCQuNU/black#64,
0A5bd,r3q1k1/1bpn2p1/pp1p3p/3P4/4N1Q1/P7/BbP2PPP/4R1K1 b - - 1 27,b2f6 e4f6 d7f6 e1e8,959,85,94,702,advantage discoveredAttack kingsideAttack middlegame pin short,https://lichess.org/aApTyqxm/black#54,
0GTbb,6r1/PQ2bk2/1p2b2p/1P6/3pNq2/5pP1/5R1K/8 b - - 0 48,f4e5 f2f3 f7g7 b7e7,1191,75,100,291,crushing deflection middlegame short,https://lichess.org/bX2bnOdx/black#96,
0F2mf,6k1/p2nQp1p/1pq3p1/2n5/7P/BP6/P4PK1/R7 w - - 1 25,g2f1 c6h1 f1e2 h1a1,1071,76,98,804,advantage endgame short skewer,https://lichess.org/8KJINNhD#49,
0EmjE,3r2k1/3r1ppp/pp2p3/2b5/2PNnP2/1P1R4/PB4PP/3R1K2 b - - 6 25,g8f8 d4e6 f7e6 d3d7 d8d7 d1d7,878,93,96,895,crushing discoveredAttack long middlegame,https://lichess.org/0pjV7e0A/black#50,
03yU1,r3r1k1/ppp1bppp/2n5/3q4/3P2b1/P4N2/1P1BBPPP/R2Q1RK1 b - - 0 12,c6d4 f3d4 d5d4 e2g4,1186,75,74,169,advantage discoveredAttack middlegame short,https://lichess.org/e8UCd2VX/black#24,English_Opening English_Opening_Kings_English_Variation
03bV3,r1bqk2r/1pp1nppp/1pnp4/4p1N1/2B1PP2/8/PPPP2PP/R1BQK2R b KQkq - 1 8,e8g8 d1h5 h7h6 g5f7,1922,76,91,4268,advantage opening short,https://lichess.org/1gS2tOXt/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
