PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0Gdmy,rnb3k1/p1p3pp/1q3n2/7Q/2P5/3P4/PP3RPP/R1B3K1 w - - 3 15,h5e5 b6f2 g1f2 f6g4 f2g3 g4e5,1499,75,95,15703,attraction crushing fork long middlegame sacrifice,https://lichess.org/N9f2ZV4k#29,Russian_Game Russian_Game_Italian_Variation
06ZCX,r3k2r/pp3ppp/2n1b3/1BQ3n1/q2P4/P3P3/2R2PPP/3K2NR b kq - 4 15,a4a5 b5c6 b7c6 c5a5,1123,77,88,1434,crushing discoveredAttack middlegame short,https://lichess.org/ncECm58k/black#30,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
04qZR,8/p4q1k/1p1b4/1P3rpp/3P4/6P1/1B2Q2P/4R1K1 w - - 2 30,e2e6 f5f1 e1f1 f7e6,1036,79,94,5812,crushing deflection endgame short,https://lichess.org/TqWNErou#59,
00AhO,r1b2rk1/2q2p1p/1p2pbp1/pP6/2P1Q3/P2B1N2/5PPP/3R1RK1 w - - 0 20,e4a8 c8b7 a8a7 f8a8 a7a8 b7a8,1366,75,95,2034,advantage clearance long master middlegame trappedPiece,https://lichess.org/9PjjgfVE#39,
0AopX,2kr2nr/3b1pp1/p1n1p2p/1p1pP3/1q1P4/1B3N2/P1Q2PPP/1RR3K1 b - - 3 16,c8b7 b3d5 e6d5 b1b4,1285,77,91,1158,advantage discoveredAttack middlegame short,https://lichess.org/yZxUmczx/black#32,French_Defense French_Defense_Advance_Variation
00hxr,r4rk1/pp3ppp/4p3/3pB1qB/Q1p5/2PbP3/PP1N1P1P/R3K2R w KQ - 0 15,e5g7 g5h5 a4d1 h5d1 a1d1 g8g7,1717,77,93,1494,advantage hangingPiece long middlegame,https://lichess.org/4QIugid6#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
06WBO,6k1/rb2rpb1/p1q1pR1p/1p2B3/3P2QN/1P6/P2N2PP/6K1 b - - 8 27,c6c1 f6f1 f7f5 g4g7 e7g7 f1c1,2075,77,86,310,advantage defensiveMove long middlegame,https://lichess.org/VEh9JRJW/black#54,
0ZQHL,3r4/2r2kp1/1pP1R3/pB1P1p1p/P7/3K2n1/2RN2P1/8 w - - 3 40,d2f3 d8d5 f3d4 d5d4 d3d4 f7e6,1314,76,91,1579,advantage exposedKing long middlegame,https://lichess.org/M1caQNA7#79,
0Kkla,2k3r1/ppp2p2/2p2pqp/4P1r1/5Q2/3B4/PPP2Pb1/R5RK w - - 0 22,g1g2 g5h5 g2h2 g6g2,1897,75,95,10907,clearance kingsideAttack master mate mateIn2 middlegame pin short,https://lichess.org/jwfCHSXN#43,
0TgTo,r1bq2rk/5p1p/p2p1PpQ/2pPnN2/1pP2R2/5B1P/PP4P1/3N1nK1 b - - 1 25,c8f5 h6h7 h8h7 f4h4,1612,78,95,17295,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/YWAKdHpt/black#50,
0WsUF,rnbqk2r/ppp2ppp/3b4/3pN3/3Pn3/8/PPPNQPPP/R1B1KB1R b KQkq - 2 6,e4d2 e5c6 d2e4 c6d8,1543,75,96,14497,crushing discoveredAttack opening short,https://lichess.org/YTwBHUam/black#12,Russian_Game Russian_Game_Damiano_Variation
0SCTT,r3kr2/1p2n1b1/p1n1Q1pp/qB1pP3/3P4/2N5/PP4PP/R1B2RK1 w q - 2 17,c3d5 f8f1 b5f1 a5d5 e6d5 e7d5,1961,75,93,618,advantage kingsideAttack long middlegame,https://lichess.org/NxS2gnU2#33,Sicilian_Defense Sicilian_Defense_Alapin_Variation
04Vom,r1bQ4/3p2pk/3B1p1p/pNP2P2/P3q3/3n4/1P4PP/R4RK1 w - - 0 27,d6f8 c8b7 f1f3 a8d8,1854,75,93,5774,crushing discoveredAttack middlegame quietMove short,https://lichess.org/TguJkcMT#53,
04HwQ,rn2kbnr/p6p/b1p1p1N1/3q1p1Q/PppPN3/4P3/1P3PPP/R1B1KB1R b KQkq - 0 11,h7g6 h5h8 f5e4 h8g8,2015,75,90,1512,advantage hangingPiece middlegame short,https://lichess.org/SWBWkth7/black#22,Semi-Slav_Defense Semi-Slav_Defense_Noteboom_Variation
0ZLzT,1k1r4/2p3p1/qp1pBb2/pN1P3p/2P1P1n1/P2Q2P1/1P3r1P/R1B3K1 b - - 7 27,f2h2 e6g4 h5g4 g1h2,1392,74,94,11653,advantage middlegame short trappedPiece,https://lichess.org/P4rtDJ90/black#54,
06xdw,r1b1nrk1/3p1pp1/p1n4p/1pQ1p3/1B2P3/3q1N1P/5PP1/3R1RK1 b - - 1 19,d7d6 c5c6 d3c4 c6a8,1953,75,92,763,advantage hangingPiece middlegame short,https://lichess.org/kwQjaKWy/black#38,
0TlJ1,r2q1rk1/1bp2ppp/n3p3/p1bpP3/B7/2N2P2/PP2N1PP/R1BQK2R w KQ - 0 14,e2d4 d8h4 g2g3 h4d4 d1d4 c5d4,1408,78,92,398,advantage long opening,https://lichess.org/nPjRXdfZ#27,Kings_Pawn_Game Kings_Pawn_Game_Other_variations
0B9iA,2r1brk1/6p1/4p1P1/ppbp1p1R/5B1q/2PBP2P/PP6/2KQ4 b - - 4 24,h4f2 h5h8 g8h8 d1h5 h8g8 h5h7,1262,74,95,21727,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/nMds3cZ9/black#48,
0FJwr,r1br3k/pp3pp1/4p3/q3n1N1/4BQ2/2P4P/P4PP1/R5K1 b - - 4 22,f7f6 f4h4 h8g8 h4h7 g8f8 h7h8 f8e7 h8g7,1613,75,74,198,advantage deflection kingsideAttack middlegame veryLong,https://lichess.org/E0e1GvU6/black#44,
00p93,1k1r1b1r/n1p3p1/p5p1/1pn1P3/P2B2Pq/2P2Q1P/1PB1K3/R6R b - - 0 24,c5e6 d4a7 b8a7 a4b5 d8d2 e2d2,2146,75,94,11556,crushing long middlegame pin queensideAttack,https://lichess.org/TAw4No8T/black#48,
0EI8t,5rk1/2p3pp/Q4p2/1r1q4/1b6/1P5P/PB1P1PP1/R2R2K1 w - - 2 23,b2c3 f8a8 a6b5 d5b5,1875,75,95,15604,advantage middlegame short trappedPiece,https://lichess.org/39kMejrq#45,
01xVK,2b2rk1/3pbppp/3r4/q7/2p5/6P1/PPQ1PPBP/R1B1K2R w KQ - 2 16,c1d2 d6d2 c2d2 e7b4 d2b4 a5b4,1473,74,95,15161,crushing long master middlegame pin sacrifice,https://lichess.org/GXCpY5SI#31,Benko_Gambit_Accepted Benko_Gambit_Accepted_Fully_Accepted_Variation
01vlR,1r2k1nr/N3pp1p/6p1/8/8/8/PbP2PPP/R1B1K2R w KQk - 0 14,a1b1 b2c3 e1e2 b8b1,915,96,93,1522,crushing discoveredAttack middlegame short,https://lichess.org/VAGMnN9z#27,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
03I6Q,2r2rk1/1p3ppp/pqn1b3/2bpPp2/3N1P2/2P1BN2/P5PP/1R1Q1R1K b - - 8 17,b6c7 d4e6 f7e6 e3c5,1156,75,99,696,advantage discoveredAttack middlegame short,https://lichess.org/MCU0LaJS/black#34,French_Defense French_Defense_La_Bourdonnais_Variation
0NPKQ,1k4r1/p3pp2/5b2/Qb1rp3/2p5/R7/PqPB1PP1/3RK1N1 b - - 1 21,a7a6 a5b6 b8c8 a3a6 c4c3 a6a8,1843,77,89,703,advantage discoveredAttack long master middlegame queensideAttack,https://lichess.org/mcQvWXs7/black#42,
0PG72,r3k2r/p1qnbppp/2p2n2/1p2p1B1/4P3/P1N1Q3/BPP2PPP/3R1RK1 w kq - 8 15,f2f4 e7c5 e3c5 d7c5,1580,75,96,11306,crushing middlegame pin short,https://lichess.org/FhXyos71#29,Philidor_Defense Philidor_Defense_Other_variations
0KZ21,1B6/8/1P5K/5p2/1P2k1p1/P2r4/8/8 b - - 0 47,d3d7 b8c7 f5f4 b6b7 d7c7 b7b8q,1495,75,96,26895,advancedPawn advantage endgame long promotion quietMove,https://lichess.org/bzAdkiyx/black#94,
037Zo,4r3/1p2r1k1/p2p4/4bpp1/3B2n1/1BP3P1/PP2R2P/4R1K1 w - - 6 38,h2h3 e5d4 c3d4 e7e2 e1e2 e8e2,671,98,89,916,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/mXCRSTqO#75,
09cMc,2kr3r/ppp2pp1/2p2n2/2q4p/2N1P1b1/3P4/PPPQBPPP/R3K2R w KQ - 4 13,e1c1 f6e4 e2g4 h5g4 d2e3 c5e3 f2e3 e4f2,1740,73,95,9910,advantage middlegame veryLong,https://lichess.org/b57d5g8y#25,Russian_Game Russian_Game_Stafford_Gambit
0Dv9N,2r2k2/p1q2p1Q/1pP1p2p/3p4/6P1/P3P3/5P2/2R3K1 b - - 1 30,c7d6 h7h8 f8e7 h8c8,699,85,83,329,crushing endgame short skewer,https://lichess.org/eSxznAjH/black#60,
0AGUY,r1k1r3/3R2pp/p1p1Bb2/1p2N3/n7/2P5/1P3PPP/4R1K1 w - - 6 22,d7a7 e8e6 a7a8 c8b7,1962,76,94,4891,crushing middlegame sacrifice short,https://lichess.org/ZZzuIehV#43,
0MoBR,R7/P7/8/5pp1/5k2/r6P/6PK/8 w - - 0 45,h2h1 f4g3 a8b8 a3a1 b8b1 a1b1,1397,73,96,22425,endgame long mate mateIn3 rookEndgame,https://lichess.org/oHcrraDU#89,
0E3lD,rn1qkb1r/pp3ppp/3pB3/7Q/4n3/8/PPP2PPP/RNB1K2R b KQkq - 0 8,d8f6 h5b5 b8c6 b5b7,1513,75,93,5126,advantage opening short,https://lichess.org/Rh6biUQd/black#16,Sicilian_Defense Sicilian_Defense_Modern_Variations
0Bwxu,r2qr1k1/pp1n1ppp/3p1b2/2pN1P2/8/3P1RQ1/PPP3PP/R1B4K b - - 4 15,d7e5 d5f6 d8f6 c1g5 f6g5 g3g5,1339,75,94,5699,crushing kingsideAttack long middlegame pin trappedPiece,https://lichess.org/XKvnNqrK/black#30,Sicilian_Defense Sicilian_Defense_Closed
0EFQs,r2q1rk1/pp2ppbp/5np1/3N4/P1Q1P3/7P/1P3PP1/R1B2RK1 b - - 0 15,a8c8 c4c8 d8c8 d5e7 g8h8 e7c8,1586,74,96,16486,attraction crushing fork long middlegame sacrifice,https://lichess.org/IxV5TCwM/black#30,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
0M6l5,3r1rk1/pb2q1p1/1p5p/3Ppp2/1P2B3/P3P2P/3Q1PP1/2R1R1K1 w - - 0 26,d2a2 f5e4 d5d6 e7f7,1341,76,90,3151,advantage hangingPiece middlegame short,https://lichess.org/LyVssPd4#51,
0MbZF,rnb2rk1/2q2pbp/1pP1p1p1/1B1pN3/3PN3/4P3/5PPP/1RBQ1RK1 b - - 0 17,g7e5 d4e5 d5e4 d1d6 c7d6 e5d6,1780,77,83,103,clearance crushing long opening,https://lichess.org/27qs8sPO/black#34,Semi-Slav_Defense Semi-Slav_Defense_Normal_Variation
0GP70,r3k1r1/ppp2p2/2n1b3/2bqp1Bp/Q6N/2PP3P/PP2BPP1/R4RK1 w q - 1 14,e2f3 e5e4 f3e4 d5g5,2034,75,87,766,advantage discoveredAttack middlegame short,https://lichess.org/Oicr0FnL#27,Russian_Game Russian_Game_Three_Knights_Game
0A2V0,6k1/5ppp/r4n2/2b5/5P2/2P1p1P1/PP2Q2P/6K1 w - - 0 33,e2a6 e3e2 g1g2 e2e1q,752,83,98,2213,advancedPawn crushing discoveredAttack endgame promotion short,https://lichess.org/fJAT7lzH#65,
0RoDl,1kr1qr2/P3b1pp/1p2p3/1P1pPn2/1Np5/2P2Q2/5PPP/R4RK1 b - - 0 24,b8a8 b4d5 e6d5 f3d5,1298,76,100,676,advantage middlegame queensideAttack short,https://lichess.org/dGV1jEcb/black#48,
0Hp5x,r1b3k1/ppp2pBp/5Pp1/2Q5/3pr3/3Pq2P/PPP3P1/R4R1K b - - 4 24,c8h3 d3e4 e3g3 f1g1,2122,76,92,6078,advantage defensiveMove middlegame short,https://lichess.org/sL0LEh54/black#48,
0D03o,2kr1b1r/ppp2ppp/2n1p3/3n4/6B1/2N4q/PPP2P1N/R1BQ1RK1 b - - 1 12,d5c3 d1d8 c6d8 g4h3,1501,75,88,3536,advantage opening short,https://lichess.org/WL98ksPV/black#24,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
0KvQJ,3R4/p5nk/2q3pp/8/3Bp3/2r2p2/P2Q3P/1K6 b - - 1 37,c3d3 d8h8 h7h8 d2h6 h8g8 h6g7,1724,76,96,16658,attraction deflection endgame long master mate mateIn3 sacrifice,https://lichess.org/Y3DtKCP8/black#74,
01mgz,2rq1rk1/1b3ppp/p2p1Nn1/1p3N2/4P3/3Qp3/PPP3PP/R4R1K b - - 0 20,d8f6 f5h6 g7h6 f1f6,1253,77,93,269,advantage discoveredAttack kingsideAttack master middlegame short,https://lichess.org/1E9dZ74A/black#40,
07Zoi,7k/7p/1p6/1P6/P4p2/4pP1P/3rR3/5K2 b - - 2 41,h7h5 e2d2 e3d2 f1e2 d2d1q e2d1,1053,86,93,8544,crushing endgame long rookEndgame,https://lichess.org/ti8XGlJ9/black#82,
01lB9,1qkr3r/pp1b2p1/5p2/3Pn2p/2Pp1B2/P2B2P1/1Q3P1P/1R3RK1 w - - 2 21,b2d4 e5f3 g1g2 f3d4 f4b8 c8b8,890,75,97,2777,advantage fork long middlegame,https://lichess.org/DAhE0yC8#41,
05IZN,8/8/pK3k1p/6pP/6P1/P1r2P2/5R2/8 w - - 0 43,b6a6 c3a3 a6b5 f6e5,1463,74,94,11054,advantage defensiveMove endgame rookEndgame short,https://lichess.org/IM8Jp577#85,
02yVL,3q1rk1/p1p2pp1/brpp1b1p/4p3/Q1P1P3/3P1N1P/P2N1PP1/1R2R1K1 b - - 3 14,d8b8 b1b6 a7b6 a4a6 b8a8 a6a8,1705,75,86,871,advantage capturingDefender long middlegame,https://lichess.org/YqqfiaAM/black#28,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
0AfAr,6rk/1p2q1p1/4p1Rp/3p4/p2P1PQ1/4P2P/5PRK/r7 b - - 5 38,a4a3 g6h6 g7h6 g4g8,1261,74,95,16678,discoveredAttack endgame master mate mateIn2 short,https://lichess.org/jhCnWFYf/black#76,
0BBoq,3r1rk1/p4pp1/2b5/8/2NB2q1/3p3R/P4PPP/Q4BK1 w - - 3 27,h3g3 g4d4 a1d4 d8d4,1080,81,93,2034,advantage middlegame short,https://lichess.org/ajpUs84S#53,
0D7pr,7r/2p3n1/4p2p/6p1/2kPp3/6P1/1P1B1PKP/4R3 w - - 0 33,e1e4 c4d3 e4e5 d3d2,1221,75,96,9045,advantage endgame short,https://lichess.org/xiPA323i#65,
0F4jA,2r5/3b1kb1/1p3npp/pP3p2/3PP2B/q2B1Q2/5P1P/3R2K1 b - - 0 28,f5e4 d3c4 c8c4 f3a3,1522,76,96,8216,crushing discoveredAttack middlegame short,https://lichess.org/RdzwKtkJ/black#56,
0T0hE,r4k2/p4bbQ/2n2pp1/q7/1pB1PNP1/5P2/PPP5/2KR4 b - - 0 21,f7c4 f4g6 f8f7 d1d7 f7e6 h7g7,1573,75,94,6515,crushing deflection exposedKing long middlegame,https://lichess.org/QAPUv0zb/black#42,
027OD,r2q1rk1/1pp2ppp/1pp5/4B3/1P2P2n/P2P1P2/2PQ1P1P/R4K1R w - - 0 16,h1g1 f7f6 e5b2 h4f3 d2c3 f3g1,2093,76,95,8653,advantage fork long middlegame,https://lichess.org/VBQBbp71#31,Ruy_Lopez Ruy_Lopez_Berlin_Defense
0B4Lr,4qrk1/pb2RNbp/1p2Q1p1/7n/1Pr2P2/2P5/P5PP/2B2RK1 b - - 2 25,e8e7 f7h6 g8h8 e6e7,1399,80,94,26560,advantage doubleCheck intermezzo kingsideAttack middlegame short,https://lichess.org/g2opAhMe/black#50,
0TK7b,r2q1rk1/p4ppp/1p2p3/8/1nB5/5b2/PP1BNP1P/2RQ1RK1 w - - 0 16,d2b4 d8g5 e2g3 f3d1,1428,78,94,28175,advantage middlegame short,https://lichess.org/ZFM4f5um#31,Horwitz_Defense Horwitz_Defense_Other_variations
0G5sb,rn3rk1/pp3ppp/2p1bp2/8/8/q2B1Q2/2PKNPPP/3R3R b - - 5 17,b8d7 d3h7 g8h7 f3a3,1433,74,98,613,advantage discoveredAttack middlegame short,https://lichess.org/bZqWOkFT/black#34,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation
09bNT,6k1/p2q2p1/1p5p/8/4RP2/1P3QPK/P2r3P/8 w - - 5 41,g3g4 h6h5 h3g3 h5g4 f3g4 d2g2 g3g2 d7g4,2417,79,94,257,advantage attraction deflection endgame pin veryLong,https://lichess.org/dcuCfBg2#81,
03GbL,r4rk1/1p3ppp/p1q2n2/P1bp4/3P2b1/1B1P4/1P2NPPP/R1BQ1RK1 b - - 0 15,c5d4 e2d4 g4d1 d4c6,956,84,92,369,advantage hangingPiece master middlegame short,https://lichess.org/CpvEgA9b/black#30,Sicilian_Defense Sicilian_Defense_Closed
0Rq4T,6k1/5pp1/4p2p/2Q5/2B5/3P4/1r3PKP/1r3nN1 w - - 1 35,d3d4 f1e3 g2f3 e3c4 c5c4 b1g1,1575,74,97,13127,crushing endgame long pin,https://lichess.org/vCJJLIWG#69,
0135c,8/3n1k2/p3p1p1/3p2P1/2pP2N1/PrP1KP2/1P4R1/8 w - - 4 41,e3d2 b3b2 d2e1 b2g2,754,82,100,204,crushing endgame short skewer,https://lichess.org/cKkSaaA1#81,
07k0u,r5k1/r2bppbp/B4np1/2p1B3/2P5/1PN3P1/1P2PP1P/R2R2K1 b - - 2 18,a7a6 a1a6 a8a6 e5f6 g7f6 d1d7,1854,74,94,12259,advantage capturingDefender long master middlegame,https://lichess.org/WgBaS2r0/black#36,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
07fq1,8/2pR2pk/6q1/5p2/8/2P2Q1P/r5P1/7K w - - 0 38,d7c7 a2a1 h1h2 g6d6 f3g3 a1h1 h2h1 d6g3,1467,75,97,10569,crushing deflection endgame fork veryLong,https://lichess.org/TqBPTG1r#75,
0Sc5z,1r4k1/5pp1/p6p/2pPp1q1/2P1P1n1/P5Q1/3N2PP/5RK1 w - - 0 27,g3c3 g4e3 g2g3 e3f1,1664,74,95,16213,advantage endgame master short,https://lichess.org/0Q7JiK9J#53,
08j1w,7k/6pp/2N5/5BP1/7n/q6Q/5R2/4r2K w - - 2 40,h1h2 a3d6 h3g3 e1h1 h2h1 d6g3 f2a2 g3f3,2319,75,92,8578,crushing deflection exposedKing fork master middlegame pin veryLong,https://lichess.org/S1UtTF3W#79,
08FKT,r1bq2kr/ppppb1pp/2n5/6B1/4PP2/8/PPP3PP/R2Q1RK1 b - - 0 12,e7g5 d1d5 g8f8 f4g5,1414,75,95,14181,crushing discoveredAttack intermezzo kingsideAttack middlegame short,https://lichess.org/bcKupAFj/black#24,Russian_Game Russian_Game_Italian_Variation
0TRVJ,3qkbnr/5pp1/bNr1p2p/p2p4/8/4BN2/PPP2PPP/R2QR1K1 w k - 2 16,b6d5 d8d5 d1d5 e6d5,1913,75,88,1166,advantage opening short,https://lichess.org/el2gHSKO#31,Sicilian_Defense Sicilian_Defense_Moscow_Variation
0Ez7t,4q1k1/p4ppp/3r4/8/2P5/NPPn1QPP/P7/R4K2 w - - 4 26,a3c2 d6f6 f3f6 g7f6,1062,80,93,3669,crushing endgame pin short,https://lichess.org/2i5XdggO#51,
05mkR,r1bq1rk1/pppn1ppp/2n5/2b1P3/8/3B1N1P/PP3PP1/RNBQK2R w KQ - 4 10,d3h7 g8h7 f3g5 h7g8,1253,80,92,597,advantage defensiveMove hangingPiece opening short,https://lichess.org/CObKIXmg#19,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation
0Botc,r4rk1/pQ3pp1/2np3p/3Bp2n/4P2q/B1P2P1P/P4P2/3R1RK1 w - - 1 16,d5f7 f8f7 b7a8 f7f8 a8f8 g8f8,1126,78,71,106,crushing long middlegame sacrifice,https://lichess.org/VpE3GGWJ#31,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit
0NTUx,1Q1R1rk1/4qppp/8/8/p7/7P/r5P1/3R3K b - - 3 30,a4a3 d8f8 e7f8 d1d8 a2a1 h1h2,1176,76,94,936,crushing defensiveMove endgame long pin,https://lichess.org/92IiMw5a/black#60,
01p5M,1r6/p1p2n2/1pk2Pp1/6r1/8/2N5/PPP4K/3R1R2 w - - 2 24,f1g1 b8h8,1177,76,96,7390,endgame mate mateIn1 oneMove,https://lichess.org/duXviz7r#47,
0IrEE,r4r2/1b2R1kp/3p2p1/p2P4/1pPq1p2/1P4Q1/P5PP/5R1K b - - 1 25,f8f7 e7f7 g7f7 f1f4 d4f4 g3f4,1419,75,96,13834,attraction crushing fork long middlegame,https://lichess.org/ZnypdVio/black#50,
08XPZ,r5k1/ppp3pp/3p1r2/8/2P1P1P1/2P5/P1QB1qPK/R6R w - - 1 20,h1f1 f6h6 d2h6 f2c2,1905,74,95,10044,advantage middlegame short,https://lichess.org/RoXCgLAc#39,
08Hmm,1r4k1/5p2/p2p3p/3N1rp1/8/1P4PP/P1P3P1/3R2K1 b - - 0 27,f5e5 d5f6 g8g7 f6d7 b8c8 d7e5,1597,76,95,22370,advantage endgame fork long,https://lichess.org/6JS3WuXM/black#54,
08pUY,r6r/1p1k2p1/p2p1q1p/3Qnb2/8/1PP5/P4PPP/R1B1R1K1 w - - 0 18,e1e5 f6e5 d5b7 d7e6,904,95,93,1349,advantage defensiveMove middlegame short,https://lichess.org/OUIW7lD8#35,Philidor_Defense Philidor_Defense_Other_variations
06xt9,8/k4R2/p1r5/2N2pP1/4pP2/4K3/1r6/8 b - - 3 44,a7b6 c5a4 b6b5 a4b2,1335,79,95,26375,crushing endgame fork master masterVsMaster short,https://lichess.org/WFUZ6cf7/black#88,
0GLxG,4rrk1/ppp2ppp/3p1P2/2b5/Q5N1/1B5P/PP1q1PP1/5RK1 b - - 0 26,d2b2 g4h6 g8h8 h6f7,1983,74,94,2963,crushing deflection kingsideAttack middlegame short,https://lichess.org/8CFTHfGn/black#52,
0LXst,1r1r2k1/1ppq1ppp/p1np1b2/3B4/QPPP4/4B1P1/P3RP1P/R5K1 w - - 1 18,a1d1 c6d4 a4d7 d4e2,1894,74,93,7693,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/rywLYbnw#35,English_Opening English_Opening_Kings_English_Variation
05uJg,r3q1k1/1p6/p4Brp/2p3PQ/2Pp4/2Pp4/PP5K/R4R2 w - - 4 33,g5h6 g6g2 h2g2 e8h5 h6h7 h5h7,1938,75,96,5050,crushing discoveredAttack long middlegame,https://lichess.org/Mz6CyBNT#65,
07iQw,1r1r2k1/5pp1/6qp/p1pp4/4n3/P1P1PN2/1PQ2PPP/3RR1K1 w - - 8 24,g1h1 e4g3 h2g3 g6c2,1640,73,96,27544,crushing discoveredAttack middlegame short,https://lichess.org/iF3fPLFh#47,
02qPC,r7/6kp/pp1bp3/2p2r2/2P1Q3/1P3P2/P3KP2/7R w - - 1 29,e4e6 f5e5 e6e5 d6e5,787,83,97,1150,advantage endgame fork short,https://lichess.org/5XcscxSA#57,
01rGW,6B1/p2R4/5p1p/r5k1/4b3/6P1/P5PK/8 b - - 9 44,a5c5 d7g7 g5f5 g8h7 f5e6 h7e4,1325,76,93,1561,advantage deflection endgame long skewer,https://lichess.org/Jz8c5wYb/black#88,
0Ixcp,3r1rk1/ppp2ppp/2n5/1B2P3/8/4Q3/PPP4P/2K2RNq b - - 4 16,c6d4 g1f3 h1g2 f3d4,2043,76,94,5876,advantage middlegame short,https://lichess.org/3ATy9Hzk/black#32,Vienna_Game Vienna_Game_Stanley_Variation
01zbX,2rq1rk1/1p2bppp/p3p3/5b2/1n2N3/1P3NP1/PB3PBP/2RQ1RK1 b - - 0 15,f5e4 c1c8 d8c8 d1d4,1769,76,88,294,advantage opening short,https://lichess.org/VUIgD5Ji/black#30,English_Opening English_Opening_Caro-Kann_Defensive_System
0DzAq,r1bqk1nr/ppppbppp/2n5/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 2 4,d1g4 d7d5 g4g7 e7f6,1538,76,89,2129,advantage master opening short,https://lichess.org/lM6K2JnR#7,Vienna_Game Vienna_Game_Max_Lange_Defense
0FnfB,2b2rk1/p3qppp/8/1pp1n2Q/8/P1P1P2P/1P3PPB/3R2K1 w - - 0 27,h2e5 g7g6 e5d6 e7d6 d1d6 g6h5,1655,75,96,12086,advantage endgame long,https://lichess.org/TI1jFBte#53,
0LxOR,2rqk2r/5ppp/p1b1pn2/1pbp4/5B2/1NP1P3/PPQ2PPP/2KR1B1R b k - 3 12,c5b4 c3b4 c6d7 b3c5,1348,76,95,24372,advantage hangingPiece opening short,https://lichess.org/51K9dHyB/black#24,Queens_Pawn_Game Queens_Pawn_Game_Steinitz_Countergambit
04YUe,1r1b1r1k/Rp6/3P1p2/2P4q/1P6/5Kp1/1B4Q1/4R3 w - - 2 38,f3f4 h5g5 f4f3 g5f5 f3e2 f8e8 e2d2 e8e1 d2e1 f5b1 e1e2 b1b2,2694,114,90,1073,attraction crushing interference middlegame veryLong,https://lichess.org/0jJPRtle#75,
0DAHs,r4rk1/pp4qp/2pp2p1/2P5/1P2Ppb1/N1R2n2/P5PP/3QRBK1 w - - 0 26,g2f3 g7c3 d1b3 c3b3,1262,78,82,787,advantage hangingPiece middlegame short,https://lichess.org/L2NlTYrp#51,
0QPrU,r1bq2k1/pppp1ppp/8/4r3/1b6/2NB4/PPPQ1PPP/R3R1K1 b - - 1 11,d8e7 e1e5 e7e5 a1e1,1877,75,87,193,clearance crushing middlegame short,https://lichess.org/r0mHdWij/black#22,Four_Knights_Game Four_Knights_Game_Scotch_Variation
00lIV,r2qr1k1/pb2bppp/2p2n2/3pN1B1/2P5/4P3/PPQ2PPP/3RKB1R w K - 3 13,f1e2 e7b4 e1f1 e8e5,1730,75,94,3619,crushing discoveredAttack middlegame short,https://lichess.org/6IHxFPRp#25,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
0CAsb,r4rk1/2pq1ppn/p1np2bp/1p2pN2/4P1Q1/2PP2NP/PPB2PP1/2R1R1K1 b - - 0 17,c6e7 f5h6 g7h6 g4d7,1474,74,92,2534,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/vInpQTjF/black#34,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
0Bg0q,2r3k1/4bppp/bQn1p3/3p4/2pP4/1N2P1B1/1K1NqPPP/1RR5 w - - 0 25,b6a6 c4c3 c1c3 e2a6,2021,76,89,989,advantage discoveredAttack middlegame short,https://lichess.org/PpBC58hc#49,
0RS6q,rn1q1rk1/1pp1n1p1/pb5p/3ppb2/4N3/2PBPNB1/PPQ2PPP/3R1RK1 b - - 1 15,d5e4 d3c4 g8h7 d1d8,1971,75,96,3058,advantage discoveredAttack middlegame short,https://lichess.org/lh5hZHuE/black#30,Horwitz_Defense Horwitz_Defense_Other_variations
0ATq4,r7/ppR1brk1/2b1p1p1/4P3/5P2/1Q1p4/PP4PP/5RK1 w - - 0 31,b3d3 e7c5 g1h1 f7c7,1234,74,92,3261,advantage discoveredAttack middlegame short,https://lichess.org/XHTN7MnP#61,
0MXFn,r2q1rk1/bp3pp1/p1bpp3/6p1/2PPN2n/3QPN2/PP2B3/2K3RR b - - 1 19,h4f3 e4f6 d8f6 d3h7,1689,77,95,13006,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/tYN97esD/black#38,English_Opening English_Opening_Mikenas-Carls_Variation
